label,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
1_lie_on_clean,0.04373519607735822,-0.43835014427534036,-0.2624334692955017,0.04423853176627042,-0.48160528834567307,-0.24100442230701447,0.05878257697854246,-0.483683843963339,-0.2409365475177765,0.07364572922543632,-0.4851778956783445,-0.2409651279449463,-0.00590654134170779,-0.4714565714806251,-0.24876956641674042,-0.0353014939960568,-0.46363279054834644,-0.2487257719039917,-0.06640775088723815,-0.4520433610801847,-0.2485521137714386,0.09104615345226502,-0.45850360878516505,-0.10019348561763763,-0.12409358296161382,-0.4012045084629226,-0.13539257645606995,0.08402598421793081,-0.38881313704292786,-0.2060433030128479,0.017604040488745816,-0.37333125109808996,-0.21576528251171112,0.1872320637264169,-0.27790618846869625,-0.0037492590490728617,-0.1872320637264169,-0.22209381153130375,-0.029898200184106827,0.32214625083556875,-0.09767833862488244,0.11391032487154007,-0.28967358504323065,-0.010992263324156532,0.05712170526385307,0.4115238641041877,0.08328651859976575,0.030729670077562332,-0.3802728958833523,0.16863985821258132,-0.030450088903307915,0.46742529416752115,0.15073479960542044,0.010140370577573776,-0.42275606066818416,0.2513856109814378,-0.058798160403966904,0.42281320309066295,0.15312977211119544,-0.03280649706721306,-0.3980703486300011,0.24895353300652073,-0.10351993888616562,0.3916716960037966,0.127094719687661,0.011734847910702229,-0.37527460366256954,0.22012128479171122,-0.051271963864564896,0.1323989001196837,0.2452236912483597,-0.005109481979161501,-0.1323989001196837,0.25477630875164026,0.005414129700511694,0.27265998533220803,0.4708718820506189,-0.3683473765850067,-0.3407921201341511,0.46169087582079615,-0.32777613401412964,-0.008151236697457404,0.7513215112834949,-0.08075578510761261,-0.20163436604656623,0.8113670656679606,-0.09120149910449982,-0.06884743548332935,0.7625360827496488,-0.056335680186748505,-0.14312386492050802,0.8174043110247213,-0.0732644721865654,-0.0947769228471546,0.961263699107298,-0.1667882353067398,-0.1786786965071323,1.0277503918801358,-0.19033373892307281
1_lie_on_clean,-0.012077408812565811,-0.43839285875178335,-0.34074386954307556,0.0228306189829015,-0.4783435993191317,-0.3170158863067627,0.04256682801761767,-0.4737203918121498,-0.3169812560081482,0.060247028774673264,-0.46911448349134943,-0.31695422530174255,-0.04282411737209493,-0.4841982926424026,-0.3111098110675812,-0.06285585417074353,-0.48081759918290057,-0.31114915013313293,-0.08012325309754523,-0.47532208021272115,-0.3111017942428589,0.10444861186644858,-0.4253468216529578,-0.1813725084066391,-0.10747146445179392,-0.4268829173059246,-0.14925475418567657,0.0253317929849637,-0.3776087082661629,-0.28991398215293884,-0.04433750784319863,-0.38097974301338033,-0.27981868386268616,0.16214370433960856,-0.2567317260226966,-0.08052612096071243,-0.16214374037957976,-0.24326827397730214,-0.07677615433931351,0.31751274103082167,-0.1797165420224258,-0.05891589820384979,-0.3097882579611388,-0.1260574217653312,-0.046639613807201385,0.4956088718876319,-0.21383219501084208,-0.15577425062656403,-0.5004560678156917,-0.08752168254767977,-0.13817228376865387,0.5665032434172077,-0.22590781984483294,-0.16874273121356964,-0.5687703378062527,-0.07720113223173539,-0.1594821959733963,0.555141714572797,-0.23399583810412394,-0.20680931210517883,-0.5617803133098843,-0.09245800532454511,-0.2048206478357315,0.5272067004072863,-0.23175595389334344,-0.17805521190166473,-0.5358929461487133,-0.09220104032980875,-0.16246329247951508,0.09620353141261886,0.24676375474511208,-0.0010683679720386863,-0.09620349537264765,0.25323624525488664,0.001385775045491755,0.17462650876834435,0.4715274676838576,-0.3686337172985077,-0.17323655519863929,0.4963326265894966,-0.3231198787689209,0.03530246726038906,0.6650257847974015,0.04674045369029045,-0.11555227471684267,0.740452254786737,0.025126352906227112,-0.005308381419664909,0.6791985755561761,0.07976942509412766,-0.08782989638147855,0.7619038222912249,0.04989856854081154,0.05130507943750242,0.8103278484101126,-0.04671581834554672,-0.1600513317309958,0.8804444773609493,-0.09707637876272202
1_lie_on_clean,0.012135206386692335,-0.373490486759695,-0.6188907027244568,0.05619800443213459,-0.4265724425608191,-0.598565936088562,0.08350602097652911,-0.4279198797819179,-0.5984801650047302,0.10877073569138404,-0.4295810297382063,-0.5984448790550232,-0.03827889042146902,-0.4368698646465959,-0.602939784526825,-0.0639563745187081,-0.4413941852880934,-0.6028692126274109,-0.08359954112425091,-0.4447755189601093,-0.6026064157485962,0.1498893167039124,-0.42412444263125937,-0.399696946144104,-0.13046167334893247,-0.44365421105482855,-0.4232960045337677,0.06363972677174987,-0.3050032545278226,-0.5384786128997803,-0.031619815651910806,-0.3149454067799572,-0.5450676679611206,0.19328306547571003,-0.23884708868845128,-0.23992206156253815,-0.19328306547571003,-0.26115291131154866,-0.3034960925579071,0.33337491266672364,-0.09593636280801114,-0.5024364590644836,-0.36018624517407355,-0.1662384995899655,-0.4804045855998993,0.33955271221102307,-0.08955264550621014,-0.9739264249801636,-0.49150927777231534,-0.07859631327835344,-0.8574113249778748,0.29595751490418987,-0.08821681492256038,-1.0600144863128662,-0.5448384749625486,-0.0227188921771397,-0.9340395331382751,0.28670742508615926,-0.13996820982025587,-1.0533372163772583,-0.49079606991251395,-0.014702574578982566,-0.9570519924163818,0.2875240254059955,-0.14150749008332897,-0.9809669852256775,-0.4623744165163251,-0.02955046559292374,-0.8770726919174194,0.1144518511986388,0.2226671025603842,0.05761698633432388,-0.1144518511986388,0.2773328974396158,-0.057270653545856476,0.37426082729176724,0.31573419119280344,-0.12183760106563568,-0.062480663942353167,0.6203282450457335,-0.21255092322826385,0.16048270804464046,0.5258787658702423,0.3261362314224243,0.04963251651511111,0.8757583169895424,0.13612870872020721,0.09174153058996004,0.553375156806339,0.36363956332206726,0.07577946908572115,0.8833437214961996,0.1610393524169922,0.23162032260848903,0.7132661931603286,0.2875867187976837,0.08988233404409535,1.0465366460900105,0.005252522882074118
1_lie_on_clean,0.09400523749133044,-0.4393387652047666,-0.15102481842041016,0.08982516764105788,-0.48331664653524203,-0.11660279333591461,0.10398426140519962,-0.4850394754079985,-0.1166643276810646,0.1175863356666573,-0.4867823661385989,-0.11676580458879471,0.04119266600413157,-0.4753477803843222,-0.13042017817497253,0.015347674689300358,-0.4694997488228459,-0.13031819462776184,-0.01570383998769895,-0.46182312604407394,-0.1301170289516449,0.11291367315248105,-0.45755398962357524,0.04768019914627075,-0.09305845917660999,-0.4137513466017156,-0.015803221613168716,0.1298977188590482,-0.38724195771956643,-0.09115447849035263,0.07113525812272967,-0.37513213560900244,-0.1081990897655487,0.20025371181396986,-0.270825352910295,0.05933386832475662,-0.20025374547480515,-0.22917464708970386,0.036278270184993744,0.3947931433955615,-0.18243960673911425,-0.10784120857715607,-0.380160879269489,-0.07762481471393187,-0.08642267435789108,0.6152695950157175,-0.19784267033291464,-0.4660755693912506,-0.5931271609414734,-0.09913893563630873,-0.38072991371154785,0.6974378482970766,-0.2189683452158321,-0.5338464379310608,-0.6601710623453859,-0.1120504915222491,-0.43632543087005615,0.6846918363991832,-0.23743380428432367,-0.5646823048591614,-0.6581386211094624,-0.13488404986704614,-0.47660279273986816,0.6564621095460903,-0.2283105061256656,-0.49305257201194763,-0.6365134867522383,-0.1297527248109571,-0.40987086296081543,0.12688547802896663,0.2481470383379405,0.005198822822421789,-0.12688544436813132,0.2518529616620584,-0.004301466979086399,0.15542851993711043,0.3907301627609093,-0.42467135190963745,-0.1679327460549834,0.40269834007649535,-0.36904919147491455,-0.05359146638581849,0.6949045506621812,-0.20500659942626953,-0.1194910340325853,0.7061239763571663,-0.24307505786418915,-0.08314056333966094,0.7216803987166319,-0.18564754724502563,-0.09370858454975717,0.7663718897556462,-0.23390048742294312,-0.05424933375108662,0.8551829069201138,-0.2857755124568939,-0.09094132727905041,0.8314574037613137,-0.3809204399585724
1_lie_on_clean,-0.029846089020289634,-0.4903743178503587,-0.20448729395866394,0.016632907866814362,-0.4903345290410307,-0.1670689880847931,0.045671451772203976,-0.47521298868667666,-0.16680185496807098,0.06886763361955445,-0.4608419416152429,-0.16684284806251526,-0.04748091727547979,-0.5067225448829914,-0.16006985306739807,-0.06409205117905,-0.5027676066348765,-0.16005569696426392,-0.08160386955423926,-0.4975215562236117,-0.16002850234508514,0.1044573355817095,-0.40403138712464204,-0.012300693430006504,-0.10490339820721341,-0.44472510270197246,0.017885839566588402,0.019521297827681375,-0.38841017335082034,-0.15427915751934052,-0.05929744182245701,-0.4584878667842904,-0.1460009664297104,0.18842120780550026,-0.23254711301537062,0.018424835056066513,-0.18842120780550026,-0.2674528869846294,0.057951122522354126,0.4036935870733561,-0.19260417988381898,-0.0936722382903099,-0.37788857791672503,-0.25444691993554674,-0.09347180277109146,0.2443694786520893,-0.3339772315478529,-0.02458127774298191,-0.2628514384175065,-0.35120341485142753,-0.13259851932525635,0.20497612844938037,-0.3751010479608987,-0.02180374041199684,-0.21864040366209725,-0.39826831352240033,-0.16116634011268616,0.17841883320010637,-0.3745588676012333,0.03903462737798691,-0.19355951613569233,-0.38917576093495376,-0.09174950420856476,0.18597650933469756,-0.3543590491261094,0.00012439486454240978,-0.19844399730870343,-0.36395248961702925,-0.1149890124797821,0.12937056648276293,0.23946359942755008,0.0009623802034184337,-0.12937056648276293,0.2605364005724499,-0.0009123020572587848,0.41453626894551676,0.24429967473805025,-0.38130536675453186,-0.3118341229985448,0.3627229691427374,-0.4523123800754547,0.23389553725707282,0.5341063254143964,-0.048143018037080765,-0.05330367409171344,0.6290414991498033,-0.13357004523277283,0.14383403000376951,0.5759678541120173,-0.01623428426682949,0.007369402197429527,0.6385212986373374,-0.09852690994739532,0.27350818857165926,0.7293363642998609,-0.11950808018445969,0.0028065279556290005,0.7994117444304631,-0.20306400954723358
1_lie_on_clean,0.15441358540181774,-0.40249136188352275,-0.22461844980716705,0.15120447191855327,-0.44207059279262606,-0.18141938745975494,0.16002634868744978,-0.4392052952594783,-0.1812710165977478,0.16799416727747252,-0.4358605962130071,-0.18126370012760162,0.1141629207584732,-0.4446497309573521,-0.20021404325962067,0.09202407738851588,-0.4437789066889833,-0.20020045340061188,0.036423526927426196,-0.45408852080422313,-0.20005513727664948,0.13184726848055178,-0.41021764013858125,0.019719930365681648,-0.03637750043137494,-0.41225581882074785,-0.07385346293449402,0.16168063577406444,-0.3540241281559386,-0.15149520337581635,0.10822076184122972,-0.3570119983963816,-0.1788792908191681,0.1575558320657116,-0.22303627608904764,0.05799975246191025,-0.1575558320657116,-0.27696372391095236,-0.0388665497303009,0.2985312362371147,-0.131135833177854,-0.0361793152987957,-0.34958496644263487,-0.31884284746769825,-0.27644872665405273,0.33084963924017563,-0.27969736196076034,-0.14017470180988312,-0.21079268490823788,-0.4345748914796956,-0.4057696461677551,0.3570929398416906,-0.338483074348693,-0.16661737859249115,-0.19453896118198413,-0.48866874088791434,-0.4495522379875183,0.33135020207705923,-0.35168655501850293,-0.1403486132621765,-0.15289431595490707,-0.4678727649864395,-0.3858546018600464,0.30635386394903585,-0.33002738477745747,-0.1359274685382843,-0.14977977408101828,-0.43731973984560185,-0.38990890979766846,0.10893199960531787,0.23209589057467242,0.021075541153550148,-0.10893199960531787,0.2679041094253276,-0.02068919502198696,0.307170883638598,0.30139994131127906,-0.4111340045928955,-0.14216145067614008,0.45394577446641615,-0.5962879657745361,0.30128462814788887,0.5802709251908446,-0.07164876163005829,0.11727909232589169,0.6367431641517204,-0.19008754193782806,0.24879249586378843,0.6159061989887407,-0.040240004658699036,0.168442184844186,0.6348658559747973,-0.14711011946201324,0.4234735179246041,0.7207193951209742,-0.1486494392156601,0.22323623454667804,0.7925261612726939,-0.2618118226528168
1_lie_on_clean,-0.13183740350901169,-0.34901054251635966,-0.17192259430885315,-0.10875421179539987,-0.39465295676379114,-0.18498964607715607,-0.0938031658951662,-0.4001644142840288,-0.18497717380523682,-0.07973976946198484,-0.4049041451362804,-0.1849561333656311,-0.12638121640689962,-0.3885582816731203,-0.14573773741722107,-0.12694070654127038,-0.3885702623903431,-0.14566583931446075,-0.12852000842955777,-0.3880934204849392,-0.14554765820503235,-0.008041775637763765,-0.4036871195449537,-0.18408620357513428,-0.09778427398889417,-0.37369802714559086,-0.0037196059711277485,-0.08948912490173823,-0.3248967751232013,-0.1687900573015213,-0.11643230714590347,-0.31609239875439854,-0.11491414904594421,0.08091537733947489,-0.26951268058298733,-0.22782032191753387,-0.08091537733947489,-0.2304873194170127,0.11353226006031036,0.23261241083433107,-0.3623797125460901,-0.5631256103515625,-0.10657096007992262,-0.1629436860894841,0.48095738887786865,0.2635513026713396,-0.5645288098575469,-0.8472422957420349,-0.15322424734303025,-0.2809250157328813,0.7410860061645508,0.2806923394404883,-0.6009140608645707,-0.9032065272331238,-0.1630836756222684,-0.29796197002115676,0.7788374423980713,0.2574072539218012,-0.614913107742356,-0.9088260531425476,-0.15729469601948626,-0.31167909564679236,0.76192307472229,0.24604120365211574,-0.5975454669388599,-0.8605321645736694,-0.14774802997931127,-0.3068816139935526,0.7367221713066101,0.07104233035433112,0.24906073048960092,-0.06688501685857773,-0.07104233035433112,0.25093926951039913,0.06733445078134537,0.11610920217830031,0.38324223620274167,-0.3924584984779358,-0.17085312394159607,0.3353642014016597,-0.03935125097632408,0.060675172383098976,0.5090469741926459,0.05258496478199959,-0.08529353388991565,0.4797382086927685,0.2857564687728882,0.0470365298152082,0.5095803969071218,0.09542986005544662,-0.04556580317675269,0.4877856938910838,0.31194624304771423,0.004580143954869388,0.643326384829342,0.04571864753961563,-0.09879229222429457,0.6158209044702069,0.26988720893859863
1_lie_on_clean,-0.008889322291823312,-0.4877327204621838,-0.005038933828473091,0.02996063680059051,-0.5261233294708112,0.026487266644835472,0.05263528295444145,-0.5257758035652006,0.026582758873701096,0.07467739929933366,-0.5236369911892969,0.02653936855494976,-0.053604607280562745,-0.5186960422095058,0.027232786640524864,-0.081800941609349,-0.5125914374562628,0.027356546372175217,-0.10338938461941637,-0.5057925585286427,0.02756243757903576,0.12394535919162473,-0.4837623400274646,0.17038343846797943,-0.13842480170066068,-0.45782923996963176,0.17527584731578827,0.053557249196759464,-0.4197295449043674,0.04644616320729256,-0.04905683148912868,-0.4155545682159759,0.04871236905455589,0.22505541245741564,-0.2620068295178193,0.18678860366344452,-0.22505541245741564,-0.23799317048218074,0.2206600457429886,0.3777986858403918,-0.0903476954304426,-0.028554577380418777,-0.40133728652799383,-0.09265121128991834,0.10732761770486832,0.5512989529197658,-0.07404469452208501,-0.38478994369506836,-0.6154812098442914,0.0529513340087887,-0.1551179587841034,0.6609529021912485,-0.07899295328821018,-0.44596534967422485,-0.7019366190200796,0.09984672388985148,-0.20530641078948975,0.6327931167941331,-0.10180337483503407,-0.45913416147232056,-0.6861213519403168,0.09785239643957416,-0.23753498494625092,0.5859703581943055,-0.09598517373145853,-0.4026300013065338,-0.6515455959975965,0.08714247076843663,-0.17876435816287994,0.1535745671692767,0.2596859334748788,-0.00897216610610485,-0.1535745671692767,0.24031406652512122,0.009556124918162823,0.26846014607286006,0.3446615775001044,-0.5119351148605347,-0.2752779993394753,0.2854538634670332,-0.4680423140525818,0.03263959572837861,0.7161295217930004,-0.19929182529449463,-0.16522901055121,0.684148584471541,-0.1745537966489792,-0.009839127933158692,0.7346506540353559,-0.1701040267944336,-0.12939853756059833,0.7060280191886558,-0.14879071712493896,-0.056844086845549584,0.8940503432761203,-0.3198682963848114,-0.0966041921002517,0.8594427042227937,-0.30452147126197815
1_lie_on_clean,0.05251585967980802,-0.39083794091602964,-0.3435189127922058,0.07310520528187811,-0.4327292096007692,-0.3169959485530853,0.0890989540430351,-0.43155899482150983,-0.31711673736572266,0.10625788750758193,-0.4297827306040751,-0.3170884847640991,0.014547352935024295,-0.43544639682218517,-0.33672064542770386,-0.013554734695869593,-0.4359742559720924,-0.33670714497566223,-0.03908744961208633,-0.4351492239240347,-0.3367044925689697,0.1171186679562248,-0.4021963004539001,-0.14833645522594452,-0.07692044312478236,-0.41168053340717214,-0.23890918493270874,0.07816187580991653,-0.3377035064111039,-0.2769632339477539,0.008652900859694706,-0.3370779343022272,-0.30152860283851624,0.09239838499702632,-0.25047571569015004,-0.0009488685172982514,-0.09239833519429494,-0.24952428430984744,-0.2854553163051605,0.20771760556435853,-0.13635111324045388,-0.07829566299915314,0.043511227029735,-0.06344434694176336,-0.38268667459487915,0.27577144430909034,-0.19477678913822252,-0.321381539106369,0.27552083696478114,-0.18270889008636698,-0.3518757224082947,0.3242631685892165,-0.20073478949879428,-0.3716004490852356,0.34127578162896594,-0.18097560562611406,-0.39413008093833923,0.31370010886876926,-0.2096566002065807,-0.37212178111076355,0.34353074970043485,-0.19924130519014085,-0.37182921171188354,0.2827859598131786,-0.1970444071034622,-0.33507034182548523,0.3216787056469309,-0.19616782922842524,-0.34482839703559875,0.06470418173614281,0.24930096886233505,0.08887568861246109,-0.0647042315388742,0.25069903113766245,-0.0880260020494461,0.12026351123200942,0.42631531503713577,0.1040520891547203,0.02147182510077572,0.3733317828082945,-0.18983028829097748,0.16380982428600233,0.6745740621398606,0.18664315342903137,0.12361593229219002,0.5908515868644271,-0.09242527931928635,0.143739522750385,0.7289339426531473,0.18943938612937927,0.10442375251628248,0.6225789149180067,-0.0849137157201767,0.24489145992722702,0.6864562966091278,0.13313637673854828,0.25378383722076725,0.6860426351222773,-0.1744423508644104
1_lie_on_clean,0.050149648310778186,-0.41818364844914985,-0.4419417977333069,0.09213051885491566,-0.44632597310331074,-0.3995327949523926,0.11279308712819927,-0.4382586146658646,-0.3994799256324768,0.13335705094678468,-0.4308427739033388,-0.3994506597518921,0.02946772328351106,-0.46833745319163117,-0.4069179892539978,0.002415988812946101,-0.47769917476983137,-0.4069772958755493,-0.02075265623535664,-0.4847593351779101,-0.40677154064178467,0.15094036212845316,-0.399624833527124,-0.17099468410015106,-0.06425192997378015,-0.4621940794397345,-0.21392984688282013,0.06957098869124763,-0.35986668371083114,-0.35892146825790405,-0.00707102462581573,-0.3773422870138983,-0.3703758120536804,0.17858180681691194,-0.227854867274954,-0.04180821031332016,-0.17858183077329062,-0.2721451327250454,-0.1652616411447525,0.33309201673803396,-0.14897068065054775,-0.16320426762104034,-0.31887158221532075,-0.16411024955455492,-0.4436928331851959,0.5067634007670252,-0.16768415795341213,-0.5282063484191895,-0.366607254048963,-0.1138618889853744,-0.915210485458374,0.5731831314704975,-0.1741216202101375,-0.6021555662155151,-0.4017854712995871,-0.05994647761698037,-1.0162779092788696,0.5508811802905308,-0.20071971669378186,-0.6386525630950928,-0.3508006916494001,-0.05942719915244242,-1.0328893661499023,0.5205813441713263,-0.18708518332475035,-0.559850811958313,-0.32840952691518277,-0.07499161047618182,-0.9376729130744934,0.12115127600297199,0.2480680138839669,0.04261544346809387,-0.1211512520465933,0.2519319861160325,-0.04200659692287445,0.31172800569663484,0.38594435182376036,-0.3744782507419586,-0.25091931405413387,0.4344385784323209,-0.40447738766670227,0.29151802132960936,0.6688565352138636,0.012681526131927967,-0.26198054904953516,0.5856851629714106,0.1455106884241104,0.26206518693545566,0.7080857761013841,0.040611136704683304,-0.24691768847010132,0.6009420223054961,0.19177109003067017,0.40188592039544463,0.7556157105548155,-0.10096195340156555,-0.2899395115811839,0.7200248686375923,0.06679173558950424
