label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
1_lie_on,0.04373519607735822,-0.43835014427534036,-0.2624334692955017,0.1872320637264169,-0.27790618846869625,-0.0037492590490728617,-0.1872320637264169,-0.22209381153130375,-0.029898200184106827,0.32214625083556875,-0.09767833862488244,0.11391032487154007,-0.28967358504323065,-0.010992263324156532,0.05712170526385307,0.46742529416752115,0.15073479960542044,0.010140370577573776,-0.42275606066818416,0.2513856109814378,-0.058798160403966904,0.42281320309066295,0.15312977211119544,-0.03280649706721306,-0.3980703486300011,0.24895353300652073,-0.10351993888616562,0.1323989001196837,0.2452236912483597,-0.005109481979161501,-0.1323989001196837,0.25477630875164026,0.005414129700511694,0.27265998533220803,0.4708718820506189,-0.3683473765850067,-0.3407921201341511,0.46169087582079615,-0.32777613401412964,-0.0947769228471546,0.961263699107298,-0.1667882353067398,-0.1786786965071323,1.0277503918801358,-0.19033373892307281
1_lie_on,-0.012077408812565811,-0.43839285875178335,-0.34074386954307556,0.16214370433960856,-0.2567317260226966,-0.08052612096071243,-0.16214374037957976,-0.24326827397730214,-0.07677615433931351,0.31751274103082167,-0.1797165420224258,-0.05891589820384979,-0.3097882579611388,-0.1260574217653312,-0.046639613807201385,0.5665032434172077,-0.22590781984483294,-0.16874273121356964,-0.5687703378062527,-0.07720113223173539,-0.1594821959733963,0.555141714572797,-0.23399583810412394,-0.20680931210517883,-0.5617803133098843,-0.09245800532454511,-0.2048206478357315,0.09620353141261886,0.24676375474511208,-0.0010683679720386863,-0.09620349537264765,0.25323624525488664,0.001385775045491755,0.17462650876834435,0.4715274676838576,-0.3686337172985077,-0.17323655519863929,0.4963326265894966,-0.3231198787689209,0.05130507943750242,0.8103278484101126,-0.04671581834554672,-0.1600513317309958,0.8804444773609493,-0.09707637876272202
1_lie_on,0.012135206386692335,-0.373490486759695,-0.6188907027244568,0.19328306547571003,-0.23884708868845128,-0.23992206156253815,-0.19328306547571003,-0.26115291131154866,-0.3034960925579071,0.33337491266672364,-0.09593636280801114,-0.5024364590644836,-0.36018624517407355,-0.1662384995899655,-0.4804045855998993,0.29595751490418987,-0.08821681492256038,-1.0600144863128662,-0.5448384749625486,-0.0227188921771397,-0.9340395331382751,0.28670742508615926,-0.13996820982025587,-1.0533372163772583,-0.49079606991251395,-0.014702574578982566,-0.9570519924163818,0.1144518511986388,0.2226671025603842,0.05761698633432388,-0.1144518511986388,0.2773328974396158,-0.057270653545856476,0.37426082729176724,0.31573419119280344,-0.12183760106563568,-0.062480663942353167,0.6203282450457335,-0.21255092322826385,0.23162032260848903,0.7132661931603286,0.2875867187976837,0.08988233404409535,1.0465366460900105,0.005252522882074118
1_lie_on,0.09400523749133044,-0.4393387652047666,-0.15102481842041016,0.20025371181396986,-0.270825352910295,0.05933386832475662,-0.20025374547480515,-0.22917464708970386,0.036278270184993744,0.3947931433955615,-0.18243960673911425,-0.10784120857715607,-0.380160879269489,-0.07762481471393187,-0.08642267435789108,0.6974378482970766,-0.2189683452158321,-0.5338464379310608,-0.6601710623453859,-0.1120504915222491,-0.43632543087005615,0.6846918363991832,-0.23743380428432367,-0.5646823048591614,-0.6581386211094624,-0.13488404986704614,-0.47660279273986816,0.12688547802896663,0.2481470383379405,0.005198822822421789,-0.12688544436813132,0.2518529616620584,-0.004301466979086399,0.15542851993711043,0.3907301627609093,-0.42467135190963745,-0.1679327460549834,0.40269834007649535,-0.36904919147491455,-0.05424933375108662,0.8551829069201138,-0.2857755124568939,-0.09094132727905041,0.8314574037613137,-0.3809204399585724
1_lie_on,-0.029846089020289634,-0.4903743178503587,-0.20448729395866394,0.18842120780550026,-0.23254711301537062,0.018424835056066513,-0.18842120780550026,-0.2674528869846294,0.057951122522354126,0.4036935870733561,-0.19260417988381898,-0.0936722382903099,-0.37788857791672503,-0.25444691993554674,-0.09347180277109146,0.20497612844938037,-0.3751010479608987,-0.02180374041199684,-0.21864040366209725,-0.39826831352240033,-0.16116634011268616,0.17841883320010637,-0.3745588676012333,0.03903462737798691,-0.19355951613569233,-0.38917576093495376,-0.09174950420856476,0.12937056648276293,0.23946359942755008,0.0009623802034184337,-0.12937056648276293,0.2605364005724499,-0.0009123020572587848,0.41453626894551676,0.24429967473805025,-0.38130536675453186,-0.3118341229985448,0.3627229691427374,-0.4523123800754547,0.27350818857165926,0.7293363642998609,-0.11950808018445969,0.0028065279556290005,0.7994117444304631,-0.20306400954723358
1_lie_on,0.15441358540181774,-0.40249136188352275,-0.22461844980716705,0.1575558320657116,-0.22303627608904764,0.05799975246191025,-0.1575558320657116,-0.27696372391095236,-0.0388665497303009,0.2985312362371147,-0.131135833177854,-0.0361793152987957,-0.34958496644263487,-0.31884284746769825,-0.27644872665405273,0.3570929398416906,-0.338483074348693,-0.16661737859249115,-0.19453896118198413,-0.48866874088791434,-0.4495522379875183,0.33135020207705923,-0.35168655501850293,-0.1403486132621765,-0.15289431595490707,-0.4678727649864395,-0.3858546018600464,0.10893199960531787,0.23209589057467242,0.021075541153550148,-0.10893199960531787,0.2679041094253276,-0.02068919502198696,0.307170883638598,0.30139994131127906,-0.4111340045928955,-0.14216145067614008,0.45394577446641615,-0.5962879657745361,0.4234735179246041,0.7207193951209742,-0.1486494392156601,0.22323623454667804,0.7925261612726939,-0.2618118226528168
1_lie_on,-0.13183740350901169,-0.34901054251635966,-0.17192259430885315,0.08091537733947489,-0.26951268058298733,-0.22782032191753387,-0.08091537733947489,-0.2304873194170127,0.11353226006031036,0.23261241083433107,-0.3623797125460901,-0.5631256103515625,-0.10657096007992262,-0.1629436860894841,0.48095738887786865,0.2806923394404883,-0.6009140608645707,-0.9032065272331238,-0.1630836756222684,-0.29796197002115676,0.7788374423980713,0.2574072539218012,-0.614913107742356,-0.9088260531425476,-0.15729469601948626,-0.31167909564679236,0.76192307472229,0.07104233035433112,0.24906073048960092,-0.06688501685857773,-0.07104233035433112,0.25093926951039913,0.06733445078134537,0.11610920217830031,0.38324223620274167,-0.3924584984779358,-0.17085312394159607,0.3353642014016597,-0.03935125097632408,0.004580143954869388,0.643326384829342,0.04571864753961563,-0.09879229222429457,0.6158209044702069,0.26988720893859863
1_lie_on,-0.008889322291823312,-0.4877327204621838,-0.005038933828473091,0.22505541245741564,-0.2620068295178193,0.18678860366344452,-0.22505541245741564,-0.23799317048218074,0.2206600457429886,0.3777986858403918,-0.0903476954304426,-0.028554577380418777,-0.40133728652799383,-0.09265121128991834,0.10732761770486832,0.6609529021912485,-0.07899295328821018,-0.44596534967422485,-0.7019366190200796,0.09984672388985148,-0.20530641078948975,0.6327931167941331,-0.10180337483503407,-0.45913416147232056,-0.6861213519403168,0.09785239643957416,-0.23753498494625092,0.1535745671692767,0.2596859334748788,-0.00897216610610485,-0.1535745671692767,0.24031406652512122,0.009556124918162823,0.26846014607286006,0.3446615775001044,-0.5119351148605347,-0.2752779993394753,0.2854538634670332,-0.4680423140525818,-0.056844086845549584,0.8940503432761203,-0.3198682963848114,-0.0966041921002517,0.8594427042227937,-0.30452147126197815
1_lie_on,0.05251585967980802,-0.39083794091602964,-0.3435189127922058,0.09239838499702632,-0.25047571569015004,-0.0009488685172982514,-0.09239833519429494,-0.24952428430984744,-0.2854553163051605,0.20771760556435853,-0.13635111324045388,-0.07829566299915314,0.043511227029735,-0.06344434694176336,-0.38268667459487915,0.3242631685892165,-0.20073478949879428,-0.3716004490852356,0.34127578162896594,-0.18097560562611406,-0.39413008093833923,0.31370010886876926,-0.2096566002065807,-0.37212178111076355,0.34353074970043485,-0.19924130519014085,-0.37182921171188354,0.06470418173614281,0.24930096886233505,0.08887568861246109,-0.0647042315388742,0.25069903113766245,-0.0880260020494461,0.12026351123200942,0.42631531503713577,0.1040520891547203,0.02147182510077572,0.3733317828082945,-0.18983028829097748,0.24489145992722702,0.6864562966091278,0.13313637673854828,0.25378383722076725,0.6860426351222773,-0.1744423508644104
1_lie_on,0.050149648310778186,-0.41818364844914985,-0.4419417977333069,0.17858180681691194,-0.227854867274954,-0.04180821031332016,-0.17858183077329062,-0.2721451327250454,-0.1652616411447525,0.33309201673803396,-0.14897068065054775,-0.16320426762104034,-0.31887158221532075,-0.16411024955455492,-0.4436928331851959,0.5731831314704975,-0.1741216202101375,-0.6021555662155151,-0.4017854712995871,-0.05994647761698037,-1.0162779092788696,0.5508811802905308,-0.20071971669378186,-0.6386525630950928,-0.3508006916494001,-0.05942719915244242,-1.0328893661499023,0.12115127600297199,0.2480680138839669,0.04261544346809387,-0.1211512520465933,0.2519319861160325,-0.04200659692287445,0.31172800569663484,0.38594435182376036,-0.3744782507419586,-0.25091931405413387,0.4344385784323209,-0.40447738766670227,0.40188592039544463,0.7556157105548155,-0.10096195340156555,-0.2899395115811839,0.7200248686375923,0.06679173558950424
